date,lat_bin,lon_bin,mmsi,fishing_hours
2015-12-18 00:00:00 UTC,0,-1045,224156000,1.1116666666666666
2015-12-18 00:00:00 UTC,256,-149,242147100,2.0430555555555556
2015-12-18 00:00:00 UTC,256,-149,242185100,2.4730555555555558
2015-12-18 00:00:00 UTC,256,-150,242185100,1.5513888888888889
2015-12-18 00:00:00 UTC,256,-149,242141100,5.050416666666667
2015-12-18 00:00:00 UTC,256,-150,242167000,1.2295833333333335
2015-12-18 00:00:00 UTC,256,-149,242167000,4.2131944444444445
2015-12-18 00:00:00 UTC,512,-82,228174600,1.0713888888888889
2015-12-18 00:00:00 UTC,512,-81,228174600,2.1030555555555557
2015-12-18 00:00:00 UTC,512,-80,228174600,0.53625
2015-12-18 00:00:00 UTC,512,-79,228174600,1.3344444444444443
2015-12-18 00:00:00 UTC,512,-78,228174600,2.3249999999999997
2015-12-18 00:00:00 UTC,512,1465,273355560,1.8726388888888885
2015-12-18 00:00:00 UTC,512,-96,250002475,2.2058333333333331
2015-12-18 00:00:00 UTC,512,-97,250002475,4.3931944444444451
2015-12-18 00:00:00 UTC,512,-101,250000958,0.27083333333333331
2015-12-18 00:00:00 UTC,512,-99,250000958,2.8908333333333336
2015-12-18 00:00:00 UTC,512,-100,250000958,1.9462499999999998
2015-12-18 00:00:00 UTC,512,23,228317000,2.3226388888888887
2015-12-18 00:00:00 UTC,512,24,228317000,3.1930555555555551
2015-12-18 00:00:00 UTC,512,29,205010000,1.8933333333333333
2015-12-18 00:00:00 UTC,512,27,205010000,0.13444444444444445
2015-12-18 00:00:00 UTC,512,28,205010000,2.5211111111111113
2015-12-18 00:00:00 UTC,512,30,205010000,0.9575
2015-12-18 00:00:00 UTC,512,18,205106000,0.26236111111111116
2015-12-18 00:00:00 UTC,512,19,205106000,0.1325
2015-12-18 00:00:00 UTC,512,1581,273815900,6.9036111111111111
2015-12-18 00:00:00 UTC,512,1580,273815900,10.860555555555557
2015-12-18 00:00:00 UTC,512,1579,273815900,1.0155555555555555
2015-12-18 00:00:00 UTC,512,29,205308000,1.3026388888888891
2015-12-18 00:00:00 UTC,512,23,227783530,0.79930555555555549
2015-12-18 00:00:00 UTC,512,24,227783530,4.0901388888888883
2015-12-18 00:00:00 UTC,512,27,205307000,0.2573611111111111
2015-12-18 00:00:00 UTC,512,25,205307000,0.55027777777777775
2015-12-18 00:00:00 UTC,512,26,205307000,5.0515277777777783
2015-12-18 00:00:00 UTC,512,18,227144600,4.0931944444444444
2015-12-18 00:00:00 UTC,512,17,227144600,0.52305555555555561
