DeployID,Shark ID,Prg No.,Latitude,Longitude,Loc. quality,Loc. date,Loc. type,Altitude,Pass,Sat.,Mote Id,Frequency,Msg Date,Comp.,Msg,> - 120 DB,Best level,Delta freq.,Long. 1,Lat. sol. 1,Long. 2,Lat. sol. 2,Loc. idx,Nopc,Error radius,Semi-major axis,Semi-minor axis,Ellipse orientation,GDOP,SENSOR #01,SENSOR #02,SENSOR #03,SENSOR #04,SENSOR #05,SENSOR #06,SENSOR #07,SENSOR #08,SENSOR #09,SENSOR #10,SENSOR #11,SENSOR #12,SENSOR #13,SENSOR #14,SENSOR #15,SENSOR #16,SENSOR #17,SENSOR #18,SENSOR #19,SENSOR #20,SENSOR #21,SENSOR #22,SENSOR #23,SENSOR #24,SENSOR #25,SENSOR #26,SENSOR #27,SENSOR #28,SENSOR #29,SENSOR #30,SENSOR #31,SENSOR #32
,176750,6328,,,,,,,0,NP,,401650000,7-27-18 23:01,1,1,0,-132,401650000,,,,,,,,,,,,242,125,136,43,120,0,85,10,52,107,155,121,0,227,235,15,16,0,0,,,,,,,,,,,,,
,176750,6328,,,,,,,0,NN,,401650000,8-2-18 14:33,1,1,0,-131,401650000,,,,,,,,,,,,22,75,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,176750,6328,,,,,,,0,MB,,401650000,8-2-18 14:54,1,1,0,-131,401650000,,,,,,,,,,,,77,247,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,176750,6328,,,,,,,0,NP,,401650000,8-2-18 18:22,1,1,0,-132,401650000,,,,,,,,,,,,22,75,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,176750,6328,52.09686,-18.56774,A,8-2-18 23:40,Argos,0,407,MA,,401677346.1,8-2-18 23:36,1,3,0,-127,401677346.1,-18.56774,52.09686,-69.77233,42.22084,0,0,0,0,0,173,1777,84,71,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,176750,6328,52.09686,-18.56774,A,8-2-18 23:40,Argos,0,407,MA,,401677346.1,8-2-18 23:42,1,3,0,-127,401677346.1,-18.56774,52.09686,-69.77233,42.22084,0,0,0,0,0,173,1777,103,137,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,176750,6328,52.09686,-18.56774,A,8-2-18 23:40,Argos,0,407,MA,,401677346.1,8-2-18 23:43,1,3,0,-127,401677346.1,-18.56774,52.09686,-69.77233,42.22084,0,0,0,0,0,173,1777,22,75,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,176750,6328,42.21174,-69.76559,2,8-3-18 0:34,Argos,0,232,SR,,401677469.5,8-3-18 0:32,1,4,0,-131,401677469.5,-69.76559,42.21174,-69.76559,42.21174,58,3,352,1113,111,147,941,10,0,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,176750,6328,42.21174,-69.76559,2,8-3-18 0:34,Argos,0,232,SR,,401677469.5,8-3-18 0:33,1,4,0,-131,401677469.5,-69.76559,42.21174,-69.76559,42.21174,58,3,352,1113,111,147,941,22,75,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,176750,6328,42.21174,-69.76559,2,8-3-18 0:34,Argos,0,232,SR,,401677469.5,8-3-18 0:35,1,4,0,-131,401677469.5,-69.76559,42.21174,-69.76559,42.21174,58,3,352,1113,111,147,941,65,180,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,176750,6328,42.21174,-69.76559,2,8-3-18 0:34,Argos,0,232,SR,,401677469.5,8-3-18 0:36,1,4,0,-131,401677469.5,-69.76559,42.21174,-69.76559,42.21174,58,3,352,1113,111,147,941,90,97,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,176750,6328,42.21258,-69.76631,B,8-3-18 0:43,Argos,0,29,MB,,401677473.6,8-3-18 0:43,1,2,0,-131,401677473.6,-69.76631,42.21258,-69.76631,42.21258,6,3,555,665,462,132,1534,75,182,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,176750,6328,42.21258,-69.76631,B,8-3-18 0:43,Argos,0,29,MB,,401677473.6,8-3-18 0:43,1,2,0,-131,401677473.6,-69.76631,42.21258,-69.76631,42.21258,6,3,555,665,462,132,1534,81,102,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,176750,6328,,,,,,,0,NN,,401650000,8-4-18 22:16,1,1,0,-133,401650000,,,,,,,,,,,,68,218,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,176750,6328,42.36113,-69.61944,B,8-4-18 23:20,Argos,0,29,NK,,401677501.8,8-4-18 23:20,1,2,0,-131,401677501.8,-69.61944,42.36113,-69.61944,42.36113,0,3,6019,32331,1120,108,13782,10,0,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,176750,6328,42.36113,-69.61944,B,8-4-18 23:20,Argos,0,29,NK,,401677501.8,8-4-18 23:20,1,2,0,-131,401677501.8,-69.61944,42.36113,-69.61944,42.36113,0,3,6019,32331,1120,108,13782,22,75,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,176750,6328,,,,,,,0,MA,,401650000,8-5-18 0:43,1,1,0,-132,401650000,,,,,,,,,,,,66,212,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,176750,6328,42.19163,-69.2938,B,8-5-18 1:10,Argos,0,92,SR,,401677472.8,8-5-18 1:09,1,2,0,-135,401677472.8,-69.2938,42.19163,-69.2938,42.19163,0,3,2963,13879,632,4,6327,98,136,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,176750,6328,42.19163,-69.2938,B,8-5-18 1:10,Argos,0,92,SR,,401677472.8,8-5-18 1:11,1,2,0,-135,401677472.8,-69.2938,42.19163,-69.2938,42.19163,0,3,2963,13879,632,4,6327,22,75,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,176750,6328,42.22635,-69.29816,3,8-5-18 1:35,Argos,0,364,NN,,401677490.5,8-5-18 1:32,1,6,0,-130,401677490.5,-69.29816,42.22635,-69.29816,42.22635,56,2,220,608,79,75,250,22,75,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,176750,6328,42.22635,-69.29816,3,8-5-18 1:35,Argos,0,364,NN,,401677490.5,8-5-18 1:33,1,6,0,-130,401677490.5,-69.29816,42.22635,-69.29816,42.22635,56,2,220,608,79,75,250,77,199,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,176750,6328,42.23238,-69.26292,0,8-5-18 1:35,Argos,0,241,MB,,401677488,8-5-18 1:34,1,5,0,-128,401677488,-69.26292,42.23238,-69.26292,42.23238,56,3,1898,40196,89,80,1361,103,137,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,176750,6328,42.23238,-69.26292,0,8-5-18 1:35,Argos,0,241,MB,,401677488,8-5-18 1:35,1,5,0,-128,401677488,-69.26292,42.23238,-69.26292,42.23238,56,3,1898,40196,89,80,1361,22,91,220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,176750,6328,42.22635,-69.29816,3,8-5-18 1:35,Argos,0,364,NN,,401677490.5,8-5-18 1:35,1,6,0,-130,401677490.5,-69.29816,42.22635,-69.29816,42.22635,56,2,220,608,79,75,250,22,107,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,176750,6328,42.23238,-69.26292,0,8-5-18 1:35,Argos,0,241,MB,,401677488,8-5-18 1:36,1,5,0,-128,401677488,-69.26292,42.23238,-69.26292,42.23238,56,3,1898,40196,89,80,1361,72,214,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,176750,6328,42.23238,-69.26292,0,8-5-18 1:35,Argos,0,241,MB,,401677488,8-5-18 1:36,1,5,0,-128,401677488,-69.26292,42.23238,-69.26292,42.23238,56,3,1898,40196,89,80,1361,86,211,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,176750,6328,42.22635,-69.29816,3,8-5-18 1:35,Argos,0,364,NN,,401677490.5,8-5-18 1:36,1,6,0,-130,401677490.5,-69.29816,42.22635,-69.29816,42.22635,56,2,220,608,79,75,250,86,211,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,176750,6328,42.23238,-69.26292,0,8-5-18 1:35,Argos,0,241,MB,,401677488,8-5-18 1:38,1,5,0,-128,401677488,-69.26292,42.23238,-69.26292,42.23238,56,3,1898,40196,89,80,1361,10,0,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,176750,6328,42.22635,-69.29816,3,8-5-18 1:35,Argos,0,364,NN,,401677490.5,8-5-18 1:38,1,6,0,-130,401677490.5,-69.29816,42.22635,-69.29816,42.22635,56,2,220,608,79,75,250,10,0,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,176750,6328,42.22635,-69.29816,3,8-5-18 1:35,Argos,0,364,NN,,401677490.5,8-5-18 1:38,1,6,0,-130,401677490.5,-69.29816,42.22635,-69.29816,42.22635,56,2,220,608,79,75,250,22,73,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,176750,6328,42.23242,-69.26392,B,8-5-18 10:51,Argos,0,0,SR,,401677493.4,8-5-18 10:51,1,1,0,-135,401677493.4,-69.26392,42.23242,-69.26392,42.23242,8,3,5160,8354,3186,106,8078,66,228,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,176750,6328,42.23105,-69.23932,B,8-6-18 1:27,Argos,0,0,NN,,401677489.6,8-6-18 1:27,1,1,0,-137,401677489.6,-69.23932,42.23105,-69.23932,42.23105,0,3,7733,11438,5227,106,13536,103,137,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,176750,6328,42.217,-69.25608,B,8-6-18 2:00,Argos,0,29,MA,,401677491.9,8-6-18 2:00,1,2,0,-126,401677491.9,-69.25608,42.217,-69.25608,42.217,8,3,3857,30163,493,101,10904,65,208,131,220,104,163,106,12,242,4,75,192,187,196,198,42,127,73,24,103,104,127,192,,,,,,,,,
,176750,6328,42.217,-69.25608,B,8-6-18 2:00,Argos,0,29,MA,,401677491.9,8-6-18 2:01,1,2,0,-126,401677491.9,-69.25608,42.217,-69.25608,42.217,8,3,3857,30163,493,101,10904,10,0,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,176750,6328,42.24426,-69.03182,B,8-6-18 13:41,Argos,0,0,NN,,401677460.6,8-6-18 13:41,1,1,0,-128,401677460.6,-69.03182,42.24426,-69.03182,42.24426,8,3,4902,13226,1817,123,11017,22,75,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,176750,6328,,,,,,,0,MA,,401650000,8-8-18 2:53,1,1,0,-129,401650000,,,,,,,,,,,,226,24,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,176750,6328,,,,,,,0,NK,,401650000,8-8-18 11:53,1,1,0,-124,401650000,,,,,,,,,,,,92,143,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,176750,6328,42.17643,-68.26119,0,8-8-18 13:23,Argos,0,329,NN,,401677479.8,8-8-18 13:23,1,4,0,-127,401677479.8,-68.26119,42.17643,-68.26119,42.17643,40,3,4196,75151,234,105,1213,10,0,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,176750,6328,42.17643,-68.26119,0,8-8-18 13:23,Argos,0,329,NN,,401677479.8,8-8-18 13:24,1,4,0,-127,401677479.8,-68.26119,42.17643,-68.26119,42.17643,40,3,4196,75151,234,105,1213,22,75,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,176750,6328,42.17643,-68.26119,0,8-8-18 13:23,Argos,0,329,NN,,401677479.8,8-8-18 13:26,2,4,0,-127,401677479.8,-68.26119,42.17643,-68.26119,42.17643,40,3,4196,75151,234,105,1213,64,222,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,176750,6328,42.18631,-68.29916,A,8-8-18 13:37,Argos,0,676,MA,,401677481.4,8-8-18 13:26,1,3,0,-121,401677481.4,-68.29916,42.18631,-68.29916,42.18631,6,3,651,1919,221,80,368,64,222,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,176750,6328,42.18631,-68.29916,A,8-8-18 13:37,Argos,0,676,MA,,401677481.4,8-8-18 13:31,1,3,0,-121,401677481.4,-68.29916,42.18631,-68.29916,42.18631,6,3,651,1919,221,80,368,99,63,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,176750,6328,42.17645,-68.26172,B,8-8-18 13:37,Argos,0,0,MA,,401677486,8-8-18 13:37,1,1,0,-130,401677486,-68.26172,42.17645,-68.26172,42.17645,6,3,4572,9132,2289,101,1870,22,75,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,176750,6328,42.12187,-68.1673,B,8-9-18 1:00,Argos,0,0,MA,,401677481.5,8-9-18 1:00,1,1,0,-127,401677481.5,-68.1673,42.12187,-68.1673,42.12187,8,3,4192,5483,3204,87,9945,98,136,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,176750,6328,42.10018,-68.16892,B,8-9-18 2:31,Argos,0,50,MA,,401677486.4,8-9-18 2:31,1,2,0,-130,401677486.4,-68.16892,42.10018,-68.16892,42.10018,8,3,3411,33741,344,85,9643,10,0,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,176750,6328,42.10018,-68.16892,B,8-9-18 2:31,Argos,0,50,MA,,401677486.4,8-9-18 2:32,1,2,0,-130,401677486.4,-68.16892,42.10018,-68.16892,42.10018,8,3,3411,33741,344,85,9643,22,75,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,176750,6328,42.09855,-68.03666,0,8-9-18 14:54,Argos,0,159,MA,,401677478.2,8-9-18 14:53,1,5,0,-124,401677478.2,-68.03666,42.09855,-68.03666,42.09855,50,3,5200,98147,275,93,3037,10,0,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,176750,6328,42.09855,-68.03666,0,8-9-18 14:54,Argos,0,159,MA,,401677478.2,8-9-18 14:54,1,5,0,-124,401677478.2,-68.03666,42.09855,-68.03666,42.09855,50,3,5200,98147,275,93,3037,68,218,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,176750,6328,42.09855,-68.03666,0,8-9-18 14:54,Argos,0,159,MA,,401677478.2,8-9-18 14:55,1,5,0,-124,401677478.2,-68.03666,42.09855,-68.03666,42.09855,50,3,5200,98147,275,93,3037,90,111,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,176750,6328,42.09855,-68.03666,0,8-9-18 14:54,Argos,0,159,MA,,401677478.2,8-9-18 14:55,1,5,0,-124,401677478.2,-68.03666,42.09855,-68.03666,42.09855,50,3,5200,98147,275,93,3037,46,219,132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,176750,6328,42.09855,-68.03666,0,8-9-18 14:54,Argos,0,159,MA,,401677478.2,8-9-18 14:56,1,5,0,-124,401677478.2,-68.03666,42.09855,-68.03666,42.09855,50,3,5200,98147,275,93,3037,10,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,176750,6328,42.13153,-68.00633,0,8-9-18 20:27,Argos,0,324,NP,,401677481.3,8-9-18 20:24,1,5,0,-127,401677481.3,-68.00633,42.13153,-68.00633,42.13153,58,3,1660,40784,67,86,2202,74,220,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,176750,6328,42.13153,-68.00633,0,8-9-18 20:27,Argos,0,324,NP,,401677481.3,8-9-18 20:25,1,5,0,-127,401677481.3,-68.00633,42.13153,-68.00633,42.13153,58,3,1660,40784,67,86,2202,84,168,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,176750,6328,42.13153,-68.00633,0,8-9-18 20:27,Argos,0,324,NP,,401677481.3,8-9-18 20:27,1,5,0,-127,401677481.3,-68.00633,42.13153,-68.00633,42.13153,58,3,1660,40784,67,86,2202,103,137,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,176750,6328,42.13153,-68.00633,0,8-9-18 20:27,Argos,0,324,NP,,401677481.3,8-9-18 20:28,1,5,0,-127,401677481.3,-68.00633,42.13153,-68.00633,42.13153,58,3,1660,40784,67,86,2202,22,75,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,176750,6328,42.13153,-68.00633,0,8-9-18 20:27,Argos,0,324,NP,,401677481.3,8-9-18 20:30,1,5,0,-127,401677481.3,-68.00633,42.13153,-68.00633,42.13153,58,3,1660,40784,67,86,2202,103,137,128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,176750,6328,42.11044,-67.9606,B,8-9-18 22:35,Argos,0,32,SR,,401677487.9,8-9-18 22:35,1,2,0,-122,401677487.9,-67.9606,42.11044,-67.9606,42.11044,8,3,1100,2414,501,11,2040,10,0,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,176750,6328,42.11044,-67.9606,B,8-9-18 22:35,Argos,0,32,SR,,401677487.9,8-9-18 22:35,1,2,0,-122,401677487.9,-67.9606,42.11044,-67.9606,42.11044,8,3,1100,2414,501,11,2040,22,75,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,176750,6328,42.08878,-67.94891,2,8-10-18 0:12,Argos,0,173,SR,,401677488.5,8-10-18 0:10,1,4,0,-130,401677488.5,-67.94891,42.08878,-67.94891,42.08878,58,3,472,2836,78,96,1296,65,219,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,176750,6328,42.08878,-67.94891,2,8-10-18 0:12,Argos,0,173,SR,,401677488.5,8-10-18 0:12,1,4,0,-130,401677488.5,-67.94891,42.08878,-67.94891,42.08878,58,3,472,2836,78,96,1296,90,241,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,176750,6328,42.08878,-67.94891,2,8-10-18 0:12,Argos,0,173,SR,,401677488.5,8-10-18 0:12,1,4,0,-130,401677488.5,-67.94891,42.08878,-67.94891,42.08878,58,3,472,2836,78,96,1296,103,137,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,176750,6328,42.08878,-67.94891,2,8-10-18 0:12,Argos,0,173,SR,,401677488.5,8-10-18 0:13,1,4,0,-130,401677488.5,-67.94891,42.08878,-67.94891,42.08878,58,3,472,2836,78,96,1296,10,0,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,176750,6328,41.96526,-67.75399,B,8-10-18 14:26,Argos,0,0,MA,,401677482.3,8-10-18 14:26,1,1,0,-126,401677482.3,-67.75399,41.96526,-67.75399,41.96526,0,3,3978,5486,2884,93,11249,77,199,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,176750,6328,42.33152,-67.98833,B,8-11-18 12:20,Argos,0,0,NK,,401677478.3,8-11-18 12:20,1,1,0,-127,401677478.3,-67.98833,42.33152,-67.98833,42.33152,0,2,3245,11941,881,96,9173,22,75,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,176750,6328,42.32588,-67.95965,B,8-11-18 14:06,Argos,0,0,MA,,401677477.5,8-11-18 14:06,1,1,0,-125,401677477.5,-67.95965,42.32588,-67.95965,42.32588,8,3,4966,23325,1057,98,14044,22,75,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,176750,6328,42.3727,-68.00268,B,8-11-18 14:20,Argos,0,321,NN,,401677485.8,8-11-18 14:20,1,2,0,-127,401677485.8,-68.00268,42.3727,-68.00268,42.3727,6,3,2620,116114,59,93,7406,98,136,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,176750,6328,42.3727,-68.00268,B,8-11-18 14:20,Argos,0,321,NN,,401677485.8,8-11-18 14:25,1,2,0,-127,401677485.8,-68.00268,42.3727,-68.00268,42.3727,6,3,2620,116114,59,93,7406,10,0,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,176750,6328,42.38187,-67.96888,A,8-11-18 15:07,Argos,0,0,MB,,401677486.8,8-11-18 15:07,1,1,0,-131,401677486.8,-67.96888,42.38187,-67.96888,42.38187,8,3,378,1590,89,32,1010,22,75,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,176750,6328,42.38187,-67.96888,A,8-11-18 15:07,Argos,0,0,MB,,401677486.8,8-11-18 15:13,1,1,0,-131,401677486.8,-67.96888,42.38187,-67.96888,42.38187,8,3,378,1590,89,32,1010,71,229,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,176750,6328,42.38187,-67.96888,A,8-11-18 15:07,Argos,0,0,MB,,401677486.8,8-11-18 15:13,1,1,0,-131,401677486.8,-67.96888,42.38187,-67.96888,42.38187,8,3,378,1590,89,32,1010,88,112,131,220,104,163,106,5,229,134,72,75,174,128,20,86,239,73,225,5,67,0,253,,,,,,,,,
,176750,6328,42.37687,-67.96824,2,8-11-18 15:52,Argos,0,506,MA,,401677483,8-11-18 15:44,1,6,0,-122,401677483,-67.96824,42.37687,-67.96824,42.37687,58,3,395,593,263,84,322,78,226,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,176750,6328,42.37687,-67.96824,2,8-11-18 15:52,Argos,0,506,MA,,401677483,8-11-18 15:47,1,6,0,-122,401677483,-67.96824,42.37687,-67.96824,42.37687,58,3,395,593,263,84,322,68,234,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,176750,6328,42.37687,-67.96824,2,8-11-18 15:52,Argos,0,506,MA,,401677483,8-11-18 15:48,1,6,0,-122,401677483,-67.96824,42.37687,-67.96824,42.37687,58,3,395,593,263,84,322,103,137,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,176750,6328,42.37687,-67.96824,2,8-11-18 15:52,Argos,0,506,MA,,401677483,8-11-18 15:49,1,6,0,-122,401677483,-67.96824,42.37687,-67.96824,42.37687,58,3,395,593,263,84,322,10,0,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,176750,6328,42.38689,-67.96292,B,8-11-18 15:52,Argos,0,0,MA,,401677486.7,8-11-18 15:52,1,1,0,-125,401677486.7,-67.96292,42.38689,-67.96292,42.38689,8,3,977,1275,748,79,2741,22,75,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,176750,6328,42.33935,-67.94221,B,8-11-18 19:59,Argos,0,83,NP,,401677485.6,8-11-18 19:58,1,2,0,-125,401677485.6,-67.94221,42.33935,-67.94221,42.33935,8,3,3791,102526,140,70,4123,10,0,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,176750,6328,42.33935,-67.94221,B,8-11-18 19:59,Argos,0,83,NP,,401677485.6,8-11-18 20:00,1,2,0,-125,401677485.6,-67.94221,42.33935,-67.94221,42.33935,8,3,3791,102526,140,70,4123,22,75,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,176750,6328,42.40909,-67.98891,B,8-12-18 14:47,Argos,0,262,MB,,401677485.3,8-12-18 14:47,1,2,0,-129,401677485.3,-67.98891,42.40909,-67.98891,42.40909,0,3,2286,77548,67,68,6458,81,7,139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,176750,6328,42.40909,-67.98891,B,8-12-18 14:47,Argos,0,262,MB,,401677485.3,8-12-18 14:51,1,2,0,-129,401677485.3,-67.98891,42.40909,-67.98891,42.40909,0,3,2286,77548,67,68,6458,22,94,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,176750,6328,42.41684,-67.97624,A,8-12-18 15:31,Argos,0,388,MA,,401677486.1,8-12-18 15:25,1,3,0,-123,401677486.1,-67.97624,42.41684,-67.97624,42.41684,8,3,178,395,80,72,415,77,16,131,220,104,163,106,4,230,61,149,26,26,10,33,16,1,151,44,206,64,255,128,,,,,,,,,
,176750,6328,42.41684,-67.97624,A,8-12-18 15:31,Argos,0,388,MA,,401677486.1,8-12-18 15:29,1,3,0,-123,401677486.1,-67.97624,42.41684,-67.97624,42.41684,8,3,178,395,80,72,415,98,136,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,176750,6328,42.41694,-67.96903,B,8-12-18 15:31,Argos,0,0,MA,,401677485.8,8-12-18 15:31,1,1,0,-127,401677485.8,-67.96903,42.41694,-67.96903,42.41694,8,3,2912,15768,537,67,8230,72,230,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,176750,6328,42.38193,-67.90741,A,8-12-18 23:11,Argos,0,0,NK,,401677473.2,8-12-18 23:11,1,1,0,-126,401677473.2,-67.90741,42.38193,-67.90741,42.38193,8,3,199,489,80,119,468,77,231,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,176750,6328,42.38193,-67.90741,A,8-12-18 23:11,Argos,0,0,NK,,401677473.2,8-12-18 23:17,1,1,0,-126,401677473.2,-67.90741,42.38193,-67.90741,42.38193,8,3,199,489,80,119,468,92,99,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,176750,6328,42.38193,-67.90741,A,8-12-18 23:11,Argos,0,0,NK,,401677473.2,8-12-18 23:20,1,1,0,-126,401677473.2,-67.90741,42.38193,-67.90741,42.38193,8,3,199,489,80,119,468,103,137,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,176750,6328,42.39282,-67.96256,B,8-12-18 23:59,Argos,0,0,NN,,401677471,8-12-18 23:59,1,1,0,-126,401677471,-67.96256,42.39282,-67.96256,42.39282,8,3,2275,6714,771,84,6429,91,104,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,176750,6328,42.39235,-67.96692,B,8-13-18 0:18,Argos,0,305,SR,,401677476.3,8-13-18 0:16,1,2,0,-130,401677476.3,-67.96692,42.39235,-67.96692,42.39235,6,2,2036,70231,59,83,5751,103,137,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,176750,6328,42.39235,-67.96692,B,8-13-18 0:18,Argos,0,305,SR,,401677476.3,8-13-18 0:21,1,2,0,-130,401677476.3,-67.96692,42.39235,-67.96692,42.39235,6,2,2036,70231,59,83,5751,10,0,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,176750,6328,42.38624,-67.95372,B,8-13-18 1:17,Argos,0,0,MA,,401677487.6,8-13-18 1:17,1,1,0,-130,401677487.6,-67.95372,42.38624,-67.95372,42.38624,7,3,2099,7412,594,84,5927,78,216,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,176750,6328,42.38822,-67.95146,B,8-13-18 1:44,Argos,0,0,NN,,401677489.6,8-13-18 1:44,1,1,0,-137,401677489.6,-67.95146,42.38822,-67.95146,42.38822,6,2,2051,5748,731,87,5793,91,120,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,176750,6328,42.31581,-68.01049,B,8-13-18 17:59,Argos,0,0,NP,,401677518.9,8-13-18 17:59,1,1,0,-138,401677518.9,-68.01049,42.31581,-68.01049,42.31581,0,3,3872,5878,2550,54,10950,76,226,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,176750,6328,42.3231,-67.99914,B,8-13-18 22:11,Argos,0,0,SR,,401677512.2,8-13-18 22:11,1,1,0,-131,401677512.2,-67.99914,42.3231,-67.99914,42.3231,8,3,3110,8790,1100,93,8793,104,138,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,176750,6328,42.34061,-68.13517,1,8-13-18 22:51,Argos,0,299,NK,,401677485.3,8-13-18 22:48,1,4,0,-124,401677485.3,-68.13517,42.34061,-68.13517,42.34061,58,3,612,5250,71,73,522,84,229,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,176750,6328,42.34061,-68.13517,1,8-13-18 22:51,Argos,0,299,NK,,401677485.3,8-13-18 22:49,1,4,0,-124,401677485.3,-68.13517,42.34061,-68.13517,42.34061,58,3,612,5250,71,73,522,10,6,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,176750,6328,42.34061,-68.13517,1,8-13-18 22:51,Argos,0,299,NK,,401677485.3,8-13-18 22:53,1,4,0,-124,401677485.3,-68.13517,42.34061,-68.13517,42.34061,58,3,612,5250,71,73,522,77,231,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
