date,lat_bin,lon_bin,mmsi,fishing_hours
2016-11-22 00:00:00 UTC,256,-149,242942000,1.0691666666666666
2016-11-22 00:00:00 UTC,256,-150,242974000,1.3918055555555555
2016-11-22 00:00:00 UTC,256,-149,242974000,6.9815277777777762
2016-11-22 00:00:00 UTC,256,1461,416229700,8.66638888888889
2016-11-22 00:00:00 UTC,256,-1574,367114110,0.63347222222222221
2016-11-22 00:00:00 UTC,256,-149,242185100,2.7631944444444447
2016-11-22 00:00:00 UTC,256,-150,242185100,6.670972222222221
2016-11-22 00:00:00 UTC,256,1502,416001451,4.42625
2016-11-22 00:00:00 UTC,256,-151,242926000,0.94458333333333333
2016-11-22 00:00:00 UTC,256,-150,242926000,4.4858333333333329
2016-11-22 00:00:00 UTC,256,-149,242926000,2.9230555555555551
2016-11-22 00:00:00 UTC,256,-150,242167000,2.1677777777777778
2016-11-22 00:00:00 UTC,512,-56,235082771,0.43805555555555559
2016-11-22 00:00:00 UTC,512,-106,235096368,4.4191666666666665
2016-11-22 00:00:00 UTC,512,26,245331000,2.47875
2016-11-22 00:00:00 UTC,512,28,245331000,0.75833333333333341
2016-11-22 00:00:00 UTC,512,27,245331000,1.025277777777778
2016-11-22 00:00:00 UTC,512,-59,228236600,1.5879166666666666
2016-11-22 00:00:00 UTC,512,-60,228236600,0.26930555555555558
2016-11-22 00:00:00 UTC,512,-58,228236600,9.5620833333333337
2016-11-22 00:00:00 UTC,512,-87,226216000,1.2383333333333333
2016-11-22 00:00:00 UTC,512,-90,226216000,3.0972222222222223
2016-11-22 00:00:00 UTC,512,-86,226216000,0.22777777777777777
2016-11-22 00:00:00 UTC,512,-89,226216000,2.6606944444444443
2016-11-22 00:00:00 UTC,512,-88,226216000,1.6454166666666667
2016-11-22 00:00:00 UTC,512,-55,205192000,1.4665277777777779
2016-11-22 00:00:00 UTC,512,-85,228238700,2.0945833333333335
2016-11-22 00:00:00 UTC,512,16,227302000,1.4415277777777775
2016-11-22 00:00:00 UTC,512,19,205243000,2.9144444444444444
2016-11-22 00:00:00 UTC,512,17,205243000,0.09625
2016-11-22 00:00:00 UTC,512,-93,250002299,0.17916666666666667
2016-11-22 00:00:00 UTC,512,-45,235113634,1.8080555555555557
2016-11-22 00:00:00 UTC,512,-46,235113634,1.2647222222222223
2016-11-22 00:00:00 UTC,512,-47,235113634,4.7606944444444448
2016-11-22 00:00:00 UTC,512,28,205273000,1.8659722222222224
2016-11-22 00:00:00 UTC,512,30,205273000,0.52236111111111116
2016-11-22 00:00:00 UTC,512,29,205273000,0.91694444444444434
2016-11-22 00:00:00 UTC,512,-54,205241000,0.83597222222222223
2016-11-22 00:00:00 UTC,512,-55,205241000,0.6166666666666667
2016-11-22 00:00:00 UTC,512,28,205315000,2.9955555555555557
2016-11-22 00:00:00 UTC,512,29,205315000,1.2190277777777778
2016-11-22 00:00:00 UTC,512,21,205272000,5.2012500000000017
2016-11-22 00:00:00 UTC,512,28,205026000,0.65069444444444446
2016-11-22 00:00:00 UTC,512,29,205026000,0.604861111111111
2016-11-22 00:00:00 UTC,512,28,205271000,4.9390277777777776
2016-11-22 00:00:00 UTC,512,24,245473000,0.98847222222222231
2016-11-22 00:00:00 UTC,512,23,245473000,0.37819444444444444
2016-11-22 00:00:00 UTC,512,29,246273000,0.048888888888888891
2016-11-22 00:00:00 UTC,512,28,246273000,2.0615277777777781
2016-11-22 00:00:00 UTC,512,26,246273000,1.3558333333333334
2016-11-22 00:00:00 UTC,512,27,246273000,1.8061111111111114
2016-11-22 00:00:00 UTC,512,-59,228211700,1.3926388888888888
2016-11-22 00:00:00 UTC,512,-58,228211700,6.6419444444444462
2016-11-22 00:00:00 UTC,512,28,205323000,0.12388888888888888
2016-11-22 00:00:00 UTC,512,29,205323000,0.55305555555555552
2016-11-22 00:00:00 UTC,-512,-683,701006385,0.77125
2016-11-22 00:00:00 UTC,-512,-684,701006168,0.32777777777777778
2016-11-22 00:00:00 UTC,-512,-686,701006168,1.8612499999999996
2016-11-22 00:00:00 UTC,-512,-683,701006168,5.5055555555555555
2016-11-22 00:00:00 UTC,-256,1791,224256000,0.85277777777777786
2016-11-22 00:00:00 UTC,-256,1792,224256000,0.43402777777777779
2016-11-22 00:00:00 UTC,-256,1790,224256000,0.50625000000000009
2016-11-22 00:00:00 UTC,-256,351,650026000,1.3245833333333332
2016-11-22 00:00:00 UTC,-256,350,650026000,0.61944444444444446
2016-11-22 00:00:00 UTC,-256,365,431602710,1.6998611111111113
2016-11-22 00:00:00 UTC,-256,362,431602710,0.99583333333333335
2016-11-22 00:00:00 UTC,-256,363,431602710,2.3834722222222222
2016-11-22 00:00:00 UTC,-256,361,431602710,0.38777777777777778
2016-11-22 00:00:00 UTC,-256,350,601491000,1.8236111111111113
2016-11-22 00:00:00 UTC,-256,340,650204000,0.2663888888888889
2016-11-22 00:00:00 UTC,-256,342,650204000,0.23888888888888887
2016-11-22 00:00:00 UTC,-256,341,650204000,7.0629166666666663
2016-11-22 00:00:00 UTC,-256,341,650134000,2.0726388888888891
2016-11-22 00:00:00 UTC,-256,342,650134000,2.0731944444444448
2016-11-22 00:00:00 UTC,-256,343,650134000,1.4943055555555556
2016-11-22 00:00:00 UTC,257,-149,242974000,0.93625
