date,lat_bin,lon_bin,mmsi,fishing_hours
2013-11-02 00:00:00 UTC,0,-241,224308000,2.1418055555555555
2013-11-02 00:00:00 UTC,0,1656,538060008,1.6801388888888886
2013-11-02 00:00:00 UTC,0,1655,538060008,0.96902777777777782
2013-11-02 00:00:00 UTC,512,-61,250000897,3.1863888888888887
2013-11-02 00:00:00 UTC,512,23,227322630,4.7761111111111108
2013-11-02 00:00:00 UTC,512,1586,273877000,3.7715277777777776
2013-11-02 00:00:00 UTC,512,-79,228174600,2.4844444444444447
2013-11-02 00:00:00 UTC,512,-76,228174600,5.324583333333333
2013-11-02 00:00:00 UTC,512,-78,228174600,3.4248611111111109
2013-11-02 00:00:00 UTC,512,-77,228174600,2.4397222222222221
2013-11-02 00:00:00 UTC,512,24,244938000,2.3711111111111114
2013-11-02 00:00:00 UTC,512,25,244938000,1.095
2013-11-02 00:00:00 UTC,512,1451,273899300,6.3809722222222227
2013-11-02 00:00:00 UTC,512,-106,235096368,5.395
2013-11-02 00:00:00 UTC,512,-53,205106000,1.9404166666666667
2013-11-02 00:00:00 UTC,512,-52,205106000,0.23625000000000002
2013-11-02 00:00:00 UTC,512,-64,250126460,4.4377777777777778
2013-11-02 00:00:00 UTC,512,-62,250126460,12.751944444444444
2013-11-02 00:00:00 UTC,512,-63,250126460,0.73472222222222228
2013-11-02 00:00:00 UTC,512,-79,228190600,8.6556944444444444
2013-11-02 00:00:00 UTC,512,-80,228190600,0.85152777777777788
2013-11-02 00:00:00 UTC,512,-78,228190600,1.1580555555555556
2013-11-02 00:00:00 UTC,512,26,205273000,0.2147222222222222
2013-11-02 00:00:00 UTC,512,28,205315000,0.64555555555555555
2013-11-02 00:00:00 UTC,512,28,205026000,0.62444444444444447
2013-11-02 00:00:00 UTC,512,-87,250000608,0.87388888888888894
2013-11-02 00:00:00 UTC,512,-56,228211700,2.3911111111111114
2013-11-02 00:00:00 UTC,768,290,273312270,1.5634722222222224
2013-11-02 00:00:00 UTC,768,291,273312270,3.1447222222222226
2013-11-02 00:00:00 UTC,768,288,273312270,1.5525
2013-11-02 00:00:00 UTC,768,294,258410000,1.5848611111111111
2013-11-02 00:00:00 UTC,768,293,258410000,2.3579166666666667
2013-11-02 00:00:00 UTC,768,291,258410000,3.9211111111111112
2013-11-02 00:00:00 UTC,768,292,258410000,1.5490277777777777
2013-11-02 00:00:00 UTC,768,290,258943000,3.1418055555555555
2013-11-02 00:00:00 UTC,768,293,258943000,3.1365277777777774
2013-11-02 00:00:00 UTC,768,292,258943000,1.5765277777777778
2013-11-02 00:00:00 UTC,768,290,257247000,1.5513888888888889
2013-11-02 00:00:00 UTC,768,288,257247000,1.5834722222222224
2013-11-02 00:00:00 UTC,768,291,257247000,1.5529166666666667
2013-11-02 00:00:00 UTC,768,291,273355290,1.5552777777777778
2013-11-02 00:00:00 UTC,768,290,273355290,1.5565277777777777
2013-11-02 00:00:00 UTC,768,290,273555500,3.1430555555555557
2013-11-02 00:00:00 UTC,768,291,273555500,6.28888888888889
2013-11-02 00:00:00 UTC,768,293,273555500,1.5638888888888891
2013-11-02 00:00:00 UTC,768,295,273555500,1.5720833333333335
2013-11-02 00:00:00 UTC,768,291,257271600,4.7145833333333336
2013-11-02 00:00:00 UTC,768,292,257271600,1.55125
2013-11-02 00:00:00 UTC,768,292,273817400,1.5890277777777779
2013-11-02 00:00:00 UTC,768,292,258067000,3.1791666666666667
2013-11-02 00:00:00 UTC,768,290,258067000,3.0890277777777779
2013-11-02 00:00:00 UTC,768,292,273354820,1.5722222222222222
2013-11-02 00:00:00 UTC,768,290,273354820,3.129027777777778
2013-11-02 00:00:00 UTC,768,291,273354820,7.8325000000000005
2013-11-02 00:00:00 UTC,768,290,259666000,1.547361111111111
2013-11-02 00:00:00 UTC,768,291,259666000,1.5766666666666667
2013-11-02 00:00:00 UTC,768,294,259666000,1.5638888888888889
2013-11-02 00:00:00 UTC,768,292,259666000,3.1734722222222222
2013-11-02 00:00:00 UTC,768,289,259282000,1.587361111111111
2013-11-02 00:00:00 UTC,768,291,259282000,1.5558333333333334
2013-11-02 00:00:00 UTC,768,292,259282000,1.5608333333333333
2013-11-02 00:00:00 UTC,768,235,273213010,3.1268055555555554
2013-11-02 00:00:00 UTC,768,292,273316960,1.5656944444444445
2013-11-02 00:00:00 UTC,768,291,273316960,1.5668055555555556
2013-11-02 00:00:00 UTC,768,289,273316960,2.3736111111111113
2013-11-02 00:00:00 UTC,768,290,273316960,3.14125
2013-11-02 00:00:00 UTC,768,292,259525000,5.4068055555555556
2013-11-02 00:00:00 UTC,768,290,273431440,1.6051388888888889
2013-11-02 00:00:00 UTC,768,291,273431440,1.5480555555555555
2013-11-02 00:00:00 UTC,768,292,273431440,1.5577777777777779
2013-11-02 00:00:00 UTC,768,133,273317270,1.5416666666666667
2013-11-02 00:00:00 UTC,768,231,273213100,1.5569444444444445
2013-11-02 00:00:00 UTC,768,138,273210800,1.5638888888888889
2013-11-02 00:00:00 UTC,768,136,273210800,1.5566666666666666
2013-11-02 00:00:00 UTC,768,291,273527500,6.2470833333333342
2013-11-02 00:00:00 UTC,768,290,273527500,1.5669444444444445
2013-11-02 00:00:00 UTC,768,229,273430750,1.6076388888888888
2013-11-02 00:00:00 UTC,768,230,273430750,1.5451388888888888
2013-11-02 00:00:00 UTC,768,235,273430750,1.5393055555555555
2013-11-02 00:00:00 UTC,768,229,273217010,1.5691666666666668
2013-11-02 00:00:00 UTC,-256,136,224901000,2.140416666666666
2013-11-02 00:00:00 UTC,-256,784,235006880,1.6709722222222223
2013-11-02 00:00:00 UTC,-256,782,235006880,4.7143055555555557
2013-11-02 00:00:00 UTC,-256,-1600,224015550,5.3405555555555555
2013-11-02 00:00:00 UTC,-256,-1599,224015550,2.4747222222222218
2013-11-02 00:00:00 UTC,-256,770,224556000,0.80847222222222226
2013-11-02 00:00:00 UTC,1,-240,224308000,1.7333333333333334
2013-11-02 00:00:00 UTC,1,1617,416002441,5.5458333333333334
2013-11-02 00:00:00 UTC,513,-61,250000897,0.9095833333333333
2013-11-02 00:00:00 UTC,513,25,244938000,2.1395833333333329
2013-11-02 00:00:00 UTC,513,-51,205106000,0.98680555555555571
2013-11-02 00:00:00 UTC,513,-52,205106000,1.120138888888889
2013-11-02 00:00:00 UTC,513,-49,205106000,1.0170833333333333
2013-11-02 00:00:00 UTC,513,-50,205106000,0.99125
2013-11-02 00:00:00 UTC,513,-48,205106000,0.26805555555555555
2013-11-02 00:00:00 UTC,513,14,235094386,0.65263888888888888
2013-11-02 00:00:00 UTC,513,-63,250126460,14.509583333333335
2013-11-02 00:00:00 UTC,513,-78,228190600,1.6304166666666666
2013-11-02 00:00:00 UTC,513,26,205273000,1.3127777777777778
2013-11-02 00:00:00 UTC,513,27,205273000,3.4666666666666668
2013-11-02 00:00:00 UTC,513,28,205273000,0.22625
2013-11-02 00:00:00 UTC,513,30,205017000,0.655
2013-11-02 00:00:00 UTC,513,29,205017000,0.65333333333333332
2013-11-02 00:00:00 UTC,513,1580,273810110,17.91097222222222
2013-11-02 00:00:00 UTC,513,1581,273810110,7.0302777777777781
2013-11-02 00:00:00 UTC,513,-56,228211700,1.9541666666666668
2013-11-02 00:00:00 UTC,769,288,273351680,1.5963888888888889
2013-11-02 00:00:00 UTC,769,292,273312270,3.1451388888888889
2013-11-02 00:00:00 UTC,769,291,273312270,1.5894444444444444
2013-11-02 00:00:00 UTC,769,291,258410000,2.38375
2013-11-02 00:00:00 UTC,769,294,258410000,1.5554166666666664
2013-11-02 00:00:00 UTC,769,293,258410000,1.5580555555555555
2013-11-02 00:00:00 UTC,769,292,258410000,3.1083333333333334
2013-11-02 00:00:00 UTC,769,291,258943000,9.3665277777777778
2013-11-02 00:00:00 UTC,769,292,258943000,3.1805555555555558
2013-11-02 00:00:00 UTC,769,291,273555500,6.285
2013-11-02 00:00:00 UTC,769,285,273555500,1.5402777777777779
2013-11-02 00:00:00 UTC,769,291,257271600,1.5729166666666667
2013-11-02 00:00:00 UTC,769,292,257271600,3.1097222222222225
2013-11-02 00:00:00 UTC,769,293,257271600,1.5858333333333334
2013-11-02 00:00:00 UTC,769,294,257271600,2.34875
2013-11-02 00:00:00 UTC,769,292,273817400,4.6666666666666661
2013-11-02 00:00:00 UTC,769,293,273817400,1.5683333333333334
