date,lat_bin,lon_bin,mmsi,fishing_hours
2017-02-28 00:00:00 UTC,0,1453,548227100,6.4641666666666673
2017-02-28 00:00:00 UTC,0,1452,548227100,3.9037499999999992
2017-02-28 00:00:00 UTC,0,1454,548227100,1.728472222222222
2017-02-28 00:00:00 UTC,0,-255,224044870,0.35666666666666669
2017-02-28 00:00:00 UTC,0,-254,224044870,0.09166666666666666
2017-02-28 00:00:00 UTC,0,596,201851,0.7845833333333333
2017-02-28 00:00:00 UTC,256,1205,412441403,4.2259722222222225
2017-02-28 00:00:00 UTC,256,1205,412441406,9.5279166666666661
2017-02-28 00:00:00 UTC,256,1416,431600260,7.3422222222222224
2017-02-28 00:00:00 UTC,256,1421,431600260,13.845694444444444
2017-02-28 00:00:00 UTC,256,1199,412441508,3.3311111111111109
2017-02-28 00:00:00 UTC,256,1202,412441022,1.5868055555555558
2017-02-28 00:00:00 UTC,512,22,227573000,2.179583333333333
2017-02-28 00:00:00 UTC,512,23,227573000,1.996388888888889
2017-02-28 00:00:00 UTC,512,22,227300110,4.438194444444445
2017-02-28 00:00:00 UTC,512,19,244810000,4.7747222222222225
2017-02-28 00:00:00 UTC,512,21,244810000,2.3148611111111106
2017-02-28 00:00:00 UTC,512,20,244810000,10.574444444444453
2017-02-28 00:00:00 UTC,512,-102,250196000,0.49930555555555561
2017-02-28 00:00:00 UTC,512,-104,250196000,0.91722222222222227
2017-02-28 00:00:00 UTC,512,-103,250196000,1.9859722222222222
2017-02-28 00:00:00 UTC,512,26,245331000,0.5097222222222223
2017-02-28 00:00:00 UTC,512,22,244179000,2.4231944444444444
2017-02-28 00:00:00 UTC,512,21,244179000,2.1463888888888887
2017-02-28 00:00:00 UTC,512,23,205320000,2.5404166666666672
2017-02-28 00:00:00 UTC,512,24,244221000,0.24708333333333332
2017-02-28 00:00:00 UTC,512,23,244221000,0.24152777777777779
2017-02-28 00:00:00 UTC,512,23,228317000,0.38708333333333333
2017-02-28 00:00:00 UTC,512,24,228317000,1.9151388888888887
2017-02-28 00:00:00 UTC,512,19,226183000,1.5041666666666662
2017-02-28 00:00:00 UTC,512,20,226183000,1.4331944444444447
2017-02-28 00:00:00 UTC,512,24,227783530,0.56375
2017-02-28 00:00:00 UTC,512,-111,228067700,2.4101388888888891
2017-02-28 00:00:00 UTC,512,-113,228067700,0.64347222222222222
2017-02-28 00:00:00 UTC,512,-112,228067700,1.9258333333333335
2017-02-28 00:00:00 UTC,512,-115,232007030,9.02236111111111
2017-02-28 00:00:00 UTC,512,23,227311230,3.1430555555555557
2017-02-28 00:00:00 UTC,512,27,245370000,2.8645833333333348
2017-02-28 00:00:00 UTC,512,26,245370000,6.7961111111111121
2017-02-28 00:00:00 UTC,512,20,228070800,1.9833333333333336
2017-02-28 00:00:00 UTC,512,19,228070800,1.6622222222222223
2017-02-28 00:00:00 UTC,512,29,205273000,0.95513888888888876
2017-02-28 00:00:00 UTC,512,28,205273000,1.3241666666666667
2017-02-28 00:00:00 UTC,512,-87,226179000,1.0625
2017-02-28 00:00:00 UTC,512,-88,226179000,0.5025
